id;benchmark_id;agents;seed;cost;opt_cost;opt_diff
181769;72;2;1;262;262;0
181770;72;2;2;283;283;0
181771;72;2;3;241;241;0
181772;72;2;4;257;257;0
181773;72;2;5;261;261;0
181774;72;2;6;265;265;0
181775;72;2;7;313;313;0
181776;72;2;8;270;268;2
181777;72;2;9;272;272;0
181778;72;2;10;280;280;0
181779;72;2;11;256;256;0
181780;72;2;12;278;278;0
181781;72;2;13;254;254;0
181782;72;2;14;299;298;1
181783;72;2;15;296;296;0
181784;72;2;16;276;276;0
181785;72;2;17;292;292;0
181786;72;2;18;269;269;0
181787;72;2;19;288;288;0
181788;72;2;20;304;304;0
181789;72;2;21;303;303;0
181790;72;2;22;268;268;0
181791;72;2;23;334;332;2
181792;72;2;24;261;261;0
181793;72;2;25;276;276;0
181794;72;2;26;300;300;0
181795;72;2;27;257;257;0
181796;72;2;28;285;285;0
181797;72;2;29;280;280;0
181798;72;2;30;278;278;0
181799;72;2;31;271;271;0
181800;72;2;32;318;318;0
181801;72;2;33;263;263;0
181802;72;2;34;257;257;0
181803;72;2;35;287;287;0
181804;72;2;36;284;284;0
181805;72;2;37;321;321;0
181806;72;2;38;294;294;0
181807;72;2;39;302;302;0
181808;72;2;40;297;297;0
181809;72;2;41;273;273;0
181810;72;2;42;275;275;0
181811;72;2;43;293;293;0
181812;72;2;44;290;289;1
181813;72;2;45;283;281;2
181814;72;2;46;300;300;0
181815;72;2;47;286;286;0
181816;72;2;48;291;289;2
181817;72;2;49;268;268;0
181818;72;2;50;304;304;0
181819;72;3;51;481;479;2
181820;72;3;52;460;460;0
181821;72;3;53;431;431;0
181822;72;3;54;451;451;0
181823;72;3;55;461;461;0
181824;72;3;56;421;421;0
181825;72;3;57;386;386;0
181826;72;3;58;452;452;0
181827;72;3;59;407;406;1
181828;72;3;60;407;407;0
181829;72;3;61;429;428;1
181830;72;3;62;401;401;0
181831;72;3;63;423;423;0
181832;72;3;64;387;387;0
181833;72;3;65;432;432;0
181834;72;3;66;411;411;0
181835;72;3;67;459;458;1
181836;72;3;68;471;471;0
181837;72;3;69;406;406;0
181838;72;3;70;468;467;1
181839;72;3;71;390;390;0
181840;72;3;72;442;442;0
181841;72;3;73;431;431;0
181842;72;3;74;426;426;0
181843;72;3;75;434;434;0
181844;72;3;76;433;433;0
181845;72;3;77;395;395;0
181846;72;3;78;405;405;0
181847;72;3;79;378;378;0
181848;72;3;80;395;395;0
181849;72;3;81;425;425;0
181850;72;3;82;421;420;1
181851;72;3;83;402;402;0
181852;72;3;84;389;389;0
181853;72;3;85;432;432;0
181854;72;3;86;416;416;0
181855;72;3;87;406;406;0
181856;72;3;88;407;406;1
181857;72;3;89;440;440;0
181858;72;3;90;426;425;1
181859;72;3;91;406;406;0
181860;72;3;92;416;416;0
181861;72;3;93;450;448;2
181862;72;3;94;459;459;0
181863;72;3;95;402;402;0
181864;72;3;96;391;391;0
181866;72;3;98;415;415;0
181867;72;3;99;435;435;0
181868;72;3;100;395;395;0
181869;72;4;101;599;599;0
181870;72;4;102;618;618;0
181871;72;4;103;587;587;0
181872;72;4;104;584;582;2
181873;72;4;105;617;617;0
181874;72;4;106;586;586;0
181875;72;4;107;561;561;0
181876;72;4;108;586;586;0
181877;72;4;109;540;537;3
181878;72;4;110;583;583;0
181879;72;4;111;543;543;0
181880;72;4;112;565;565;0
181881;72;4;113;560;560;0
181882;72;4;114;553;553;0
181883;72;4;115;570;570;0
181884;72;4;116;584;584;0
181885;72;4;117;568;566;2
181886;72;4;118;546;546;0
181887;72;4;119;583;583;0
181888;72;4;120;498;498;0
181891;72;4;123;568;568;0
181892;72;4;124;550;550;0
181893;72;4;125;582;581;1
181894;72;4;126;529;529;0
181896;72;4;128;643;643;0
181897;72;4;129;548;548;0
181898;72;4;130;547;547;0
181899;72;4;131;519;519;0
181900;72;4;132;597;597;0
181902;72;4;134;577;577;0
181903;72;4;135;558;558;0
181904;72;4;136;490;490;0
181905;72;4;137;556;556;0
181906;72;4;138;550;550;0
181907;72;4;139;604;604;0
181909;72;4;141;506;506;0
181910;72;4;142;574;574;0
181911;72;4;143;562;562;0
181912;72;4;144;619;617;2
181913;72;4;145;571;571;0
181914;72;4;146;513;513;0
181915;72;4;147;527;527;0
181916;72;4;148;617;617;0
181917;72;4;149;579;579;0
181918;72;4;150;546;543;3
181919;72;5;151;681;681;0
181920;72;5;152;678;678;0
181921;72;5;153;695;695;0
181922;72;5;154;695;695;0
181923;72;5;155;748;748;0
181925;72;5;157;727;727;0
181926;72;5;158;683;683;0
181927;72;5;159;758;758;0
181928;72;5;160;709;709;0
181929;72;5;161;671;671;0
181931;72;5;163;715;715;0
181932;72;5;164;716;716;0
181933;72;5;165;730;730;0
181934;72;5;166;682;682;0
181936;72;5;168;652;652;0
181937;72;5;169;712;712;0
181943;72;5;175;674;674;0
181944;72;5;176;771;771;0
181945;72;5;177;656;656;0
181949;72;5;181;752;752;0
181950;72;5;182;661;661;0
181954;72;5;186;732;732;0
181955;72;5;187;733;733;0
181959;72;5;191;717;717;0
181960;72;5;192;720;720;0
181962;72;5;194;700;700;0
181963;72;5;195;704;704;0
181966;72;5;198;703;703;0
181967;72;5;199;670;670;0
181969;72;6;201;841;841;0
181970;72;6;202;809;809;0
181973;72;6;205;852;852;0
181978;72;6;210;835;835;0
181982;72;6;214;827;827;0
181984;72;6;216;832;832;0
181986;72;6;218;794;794;0
181987;72;6;219;752;752;0
181988;72;6;220;847;847;0
181989;72;6;221;764;764;0
181993;72;6;225;885;885;0
181996;72;6;228;789;789;0
181999;72;6;231;874;874;0
182012;72;6;244;855;855;0
182013;72;6;245;789;789;0
182015;72;6;247;824;824;0
182020;72;7;252;1025;1025;0
182051;72;7;283;1019;1019;0
182076;72;8;308;1157;1156;1
182086;72;8;318;1166;1166;0
182087;72;8;319;1124;1124;0
182100;72;8;332;1083;1083;0
182106;72;8;338;1104;1104;0
