id;benchmark_id;agents;seed;cost;opt_cost;opt_diff
181269;71;2;1;252;252;0
181270;71;2;2;256;256;0
181271;71;2;3;232;232;0
181272;71;2;4;266;266;0
181273;71;2;5;234;234;0
181274;71;2;6;259;259;0
181275;71;2;7;258;258;0
181276;71;2;8;250;250;0
181277;71;2;9;234;234;0
181278;71;2;10;241;241;0
181279;71;2;11;248;248;0
181280;71;2;12;245;245;0
181281;71;2;13;281;281;0
181282;71;2;14;238;238;0
181283;71;2;15;245;245;0
181284;71;2;16;256;256;0
181285;71;2;17;225;225;0
181286;71;2;18;243;243;0
181287;71;2;19;248;248;0
181288;71;2;20;289;289;0
181289;71;2;21;263;263;0
181290;71;2;22;287;287;0
181291;71;2;23;285;285;0
181292;71;2;24;247;247;0
181293;71;2;25;266;266;0
181294;71;2;26;294;294;0
181295;71;2;27;245;245;0
181296;71;2;28;270;270;0
181297;71;2;29;223;223;0
181298;71;2;30;282;282;0
181299;71;2;31;223;223;0
181300;71;2;32;244;244;0
181301;71;2;33;247;247;0
181302;71;2;34;249;249;0
181303;71;2;35;292;292;0
181304;71;2;36;258;258;0
181305;71;2;37;279;279;0
181306;71;2;38;290;290;0
181307;71;2;39;268;268;0
181308;71;2;40;237;237;0
181309;71;2;41;265;265;0
181310;71;2;42;235;235;0
181311;71;2;43;252;252;0
181312;71;2;44;233;233;0
181313;71;2;45;244;244;0
181314;71;2;46;296;296;0
181315;71;2;47;263;263;0
181316;71;2;48;262;262;0
181317;71;2;49;229;229;0
181319;71;3;51;387;387;0
181320;71;3;52;388;388;0
181321;71;3;53;435;435;0
181322;71;3;54;422;422;0
181323;71;3;55;370;370;0
181325;71;3;57;343;343;0
181326;71;3;58;384;384;0
181327;71;3;59;403;403;0
181328;71;3;60;334;334;0
181329;71;3;61;392;392;0
181330;71;3;62;372;372;0
181331;71;3;63;362;362;0
181332;71;3;64;378;378;0
181333;71;3;65;462;462;0
181335;71;3;67;441;441;0
181336;71;3;68;412;412;0
181337;71;3;69;388;388;0
181338;71;3;70;387;387;0
181339;71;3;71;372;372;0
181340;71;3;72;355;355;0
181341;71;3;73;366;366;0
181342;71;3;74;359;359;0
181343;71;3;75;349;349;0
181344;71;3;76;408;408;0
181345;71;3;77;350;350;0
181346;71;3;78;361;361;0
181347;71;3;79;388;388;0
181348;71;3;80;352;352;0
181350;71;3;82;394;394;0
181351;71;3;83;324;324;0
