id;benchmark_id;agents;seed;cost;opt_cost;opt_diff
184419;79;2;1;199;199;0
184420;79;2;2;187;187;0
184421;79;2;3;185;185;0
184422;79;2;4;158;158;0
184423;79;2;5;175;175;0
184424;79;2;6;167;167;0
184425;79;2;7;199;199;0
184426;79;2;8;182;182;0
184427;79;2;9;183;183;0
184428;79;2;10;186;186;0
184429;79;2;11;171;171;0
184430;79;2;12;213;213;0
184431;79;2;13;188;188;0
184432;79;2;14;169;169;0
184433;79;2;15;170;170;0
184434;79;2;16;166;166;0
184435;79;2;17;175;175;0
184436;79;2;18;187;187;0
184437;79;2;19;195;195;0
184438;79;2;20;201;201;0
184439;79;2;21;178;178;0
184440;79;2;22;182;182;0
184441;79;2;23;165;165;0
184442;79;2;24;202;202;0
184443;79;2;25;189;189;0
184444;79;2;26;200;200;0
184445;79;2;27;140;140;0
184446;79;2;28;156;156;0
184447;79;2;29;162;162;0
184448;79;2;30;207;207;0
184449;79;2;31;183;183;0
184450;79;2;32;212;212;0
184451;79;2;33;185;185;0
184452;79;2;34;195;195;0
184453;79;2;35;200;200;0
184454;79;2;36;206;206;0
184455;79;2;37;181;181;0
184456;79;2;38;184;184;0
184457;79;2;39;197;197;0
184458;79;2;40;189;189;0
184459;79;2;41;164;164;0
184460;79;2;42;157;157;0
184461;79;2;43;192;192;0
184462;79;2;44;167;167;0
184463;79;2;45;184;184;0
184464;79;2;46;186;186;0
184465;79;2;47;191;191;0
184466;79;2;48;172;172;0
184467;79;2;49;146;146;0
184468;79;2;50;190;190;0
184469;79;3;51;285;285;0
184470;79;3;52;252;252;0
184471;79;3;53;282;282;0
184472;79;3;54;294;294;0
184473;79;3;55;252;252;0
184474;79;3;56;284;283;1
184475;79;3;57;270;270;0
184476;79;3;58;287;287;0
184477;79;3;59;249;249;0
184478;79;3;60;273;273;0
184479;79;3;61;239;239;0
184480;79;3;62;230;230;0
184481;79;3;63;302;302;0
184482;79;3;64;282;282;0
184483;79;3;65;259;259;0
184484;79;3;66;287;287;0
184485;79;3;67;271;271;0
184486;79;3;68;293;293;0
184487;79;3;69;283;283;0
184488;79;3;70;257;257;0
184489;79;3;71;301;301;0
184490;79;3;72;308;307;1
184491;79;3;73;236;236;0
184492;79;3;74;268;268;0
184493;79;3;75;230;230;0
184494;79;3;76;231;231;0
184495;79;3;77;278;278;0
184496;79;3;78;241;241;0
184497;79;3;79;282;282;0
184498;79;3;80;290;290;0
184499;79;3;81;284;284;0
184500;79;3;82;266;266;0
184501;79;3;83;298;298;0
184502;79;3;84;297;297;0
184503;79;3;85;281;281;0
184504;79;3;86;267;267;0
184505;79;3;87;281;281;0
184506;79;3;88;257;257;0
184507;79;3;89;290;290;0
184508;79;3;90;259;259;0
184509;79;3;91;298;298;0
184510;79;3;92;305;305;0
184511;79;3;93;299;297;2
184512;79;3;94;278;278;0
184513;79;3;95;303;303;0
184514;79;3;96;270;270;0
184515;79;3;97;327;327;0
184516;79;3;98;299;299;0
184517;79;3;99;316;316;0
184518;79;3;100;261;261;0
184519;79;4;101;356;356;0
184520;79;4;102;368;368;0
184521;79;4;103;351;351;0
184522;79;4;104;380;380;0
184523;79;4;105;403;403;0
184524;79;4;106;366;366;0
184525;79;4;107;325;325;0
184526;79;4;108;361;361;0
184527;79;4;109;336;336;0
184528;79;4;110;354;354;0
184529;79;4;111;415;413;2
184530;79;4;112;413;413;0
184531;79;4;113;344;344;0
184532;79;4;114;421;421;0
184533;79;4;115;352;352;0
184534;79;4;116;366;366;0
184535;79;4;117;407;407;0
184537;79;4;119;410;410;0
184538;79;4;120;376;376;0
184539;79;4;121;408;408;0
184540;79;4;122;368;368;0
184541;79;4;123;376;376;0
184542;79;4;124;337;336;1
184543;79;4;125;321;321;0
184544;79;4;126;376;376;0
184545;79;4;127;360;360;0
184546;79;4;128;471;471;0
184547;79;4;129;394;394;0
184548;79;4;130;404;404;0
184549;79;4;131;461;461;0
184550;79;4;132;406;406;0
184551;79;4;133;400;400;0
184552;79;4;134;431;431;0
184553;79;4;135;405;405;0
184554;79;4;136;344;344;0
184555;79;4;137;356;356;0
184556;79;4;138;327;327;0
184557;79;4;139;362;362;0
184558;79;4;140;363;363;0
184559;79;4;141;323;323;0
184560;79;4;142;376;375;1
184561;79;4;143;365;365;0
184562;79;4;144;425;425;0
184563;79;4;145;374;374;0
184564;79;4;146;425;424;1
