id;benchmark_id;agents;seed;cost;opt_cost;opt_diff
184869;80;2;1;254;254;0
184870;80;2;2;245;245;0
184871;80;2;3;208;206;2
184872;80;2;4;219;219;0
184873;80;2;5;304;304;0
184874;80;2;6;266;266;0
184875;80;2;7;221;221;0
184876;80;2;8;278;278;0
184877;80;2;9;239;237;2
184878;80;2;10;249;249;0
184879;80;2;11;176;176;0
184880;80;2;12;208;208;0
184881;80;2;13;245;245;0
184882;80;2;14;222;222;0
184883;80;2;15;211;211;0
184884;80;2;16;261;261;0
184885;80;2;17;210;210;0
184886;80;2;18;228;228;0
184887;80;2;19;229;226;3
184888;80;2;20;222;222;0
184889;80;2;21;236;236;0
184890;80;2;22;272;266;6
184891;80;2;23;310;310;0
184892;80;2;24;188;188;0
184893;80;2;25;252;248;4
184894;80;2;26;187;187;0
184895;80;2;27;208;208;0
184896;80;2;28;261;259;2
184897;80;2;29;260;258;2
184898;80;2;30;234;234;0
184899;80;2;31;226;226;0
184900;80;2;32;246;246;0
184901;80;2;33;278;278;0
184902;80;2;34;273;273;0
184903;80;2;35;219;217;2
184904;80;2;36;204;204;0
184905;80;2;37;233;233;0
184906;80;2;38;202;201;1
184907;80;2;39;227;225;2
184908;80;2;40;194;194;0
184909;80;2;41;279;273;6
184910;80;2;42;235;235;0
184911;80;2;43;225;225;0
184912;80;2;44;257;257;0
184913;80;2;45;207;207;0
184914;80;2;46;198;198;0
184915;80;2;47;254;254;0
184916;80;2;48;232;232;0
184917;80;2;49;220;218;2
184918;80;2;50;259;259;0
184919;80;3;51;292;292;0
184920;80;3;52;300;296;4
184922;80;3;54;395;394;1
184924;80;3;56;310;310;0
184925;80;3;57;356;356;0
184926;80;3;58;369;369;0
184927;80;3;59;391;386;5
184929;80;3;61;357;357;0
184931;80;3;63;278;276;2
184932;80;3;64;320;320;0
184933;80;3;65;313;313;0
184938;80;3;70;360;360;0
184940;80;3;72;326;326;0
184942;80;3;74;275;275;0
184943;80;3;75;327;327;0
184944;80;3;76;328;326;2
184945;80;3;77;361;356;5
184947;80;3;79;387;385;2
184949;80;3;81;379;377;2
184951;80;3;83;351;351;0
184952;80;3;84;344;338;6
184954;80;3;86;323;323;0
184955;80;3;87;326;326;0
184956;80;3;88;347;347;0
184958;80;3;90;360;359;1
184959;80;3;91;293;293;0
184960;80;3;92;326;326;0
184961;80;3;93;380;377;3
184962;80;3;94;379;377;2
184963;80;3;95;363;359;4
184964;80;3;96;349;349;0
184966;80;3;98;283;283;0
184969;80;4;101;448;448;0
184976;80;4;108;533;530;3
184986;80;4;118;413;413;0
184992;80;4;124;463;463;0
184998;80;4;130;524;524;0
185005;80;4;137;459;459;0
185026;80;5;158;548;545;3
