2,50
3,50
4,50
5,48
6,50
7,50
8,50
9,49
10,46
11,45
12,45
13,40
14,32
15,38
16,34
17,29
18,23
19,15
20,16
21,14
22,12
23,7
24,5
25,6
26,1
27,0
