2,50
3,50
4,49
5,50
6,50
7,49
8,48
9,49
10,50
11,46
12,46
13,47
14,41
15,39
16,38
17,32
18,24
19,20
20,16
21,19
22,10
23,7
24,4
25,2
26,1
27,2
28,2
29,0
